jancd,itemnm,scat1cd,scat1nm,scat2cd,scat2nm,scat3cd,scat3nm,scat4cd,scat4nm,scatnm,makercd,makernm,itemkikaku,jan_2digits,jan_３digits,jan_3digits
622255m,ｿｳﾘﾕｳｷﾝﾊﾟｸｲﾘｼﾛｱﾏｸﾁ720,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,720,62,622,622
K293511010053,シャンモリ　実りの収穫　ロゼ１．５,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,1500,K2,K29,K29
K293511016067,ＭＲおいしい無添加　白ワイン,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,720,K2,K29,K29
F000094015317,ﾜｲﾝ 300 ｴﾝｷﾝｲﾂ 750ML,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,750,F0,F00,F00
K293511010102,ＳＴ無添加のおいしいワイン濃い赤１．８,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,1800,K2,K29,K29
622352m,ＭＥ  茅ヶ岳周域の地ワイン赤新酒  ５００,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,500,62,622,622
F000094014396,ｳｲﾝﾜｲﾝ ｺｳｼｭｳ ｼﾛ 720,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,720,F0,F00,F00
K293511016066,ＭＲおいしい無添加　赤ワイン,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,720,K2,K29,K29
K293511010032,おたる初しぼり　ポートランド　’１３,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,720,K2,K29,K29
K293510000067,他　サントネジュ　無添加ワイン物語　赤甘口,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,750,K2,K29,K29
K293511010071,おいしい無添加ふくよか赤ワイン　１．５ペット,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,1500,K2,K29,K29
K293511010117,サントリー彩食健美　白　１．８Ｌパック,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,1800,K2,K29,K29
622001m,ふらのワイン　赤　　　　　　　　　　　７２,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,720,62,622,622
AAA002187339A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)梅酒,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,0,AA,AAA,AAA
604209m,菊水　焼酎仕込み梅酒黒糖　５００ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,500,60,604,604
AAA002122604A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)梅酒,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,1000,AA,AAA,AAA
K293420000158,リ他　合同　鶯宿梅スペシャル５００ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,500,K2,K29,K29
1906purupuru,ぷるぷる梅酒スパークリングゼリー１９０ｍｌ×６缶組,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,1140,19,190,190
bicrikey0007,ＳＵ．紀州のしずく　大吉,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,180,bi,bic,bic
K293424013004,チョーヤ　梅酒　エクセレント,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,750,K2,K29,K29
AAA002242769A,ＰＢ梅酒,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,0,AA,AAA,AAA
K293424010003,ＩＢＪ　朝採り梅酒２Ｌパック,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,2000,K2,K29,K29
K293424010069,明利　梅香　百年梅酒　完熟梅特別仕込み７２０,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,720,K2,K29,K29
F000091210678,ﾆｺﾞﾘｳﾒ 180ML,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,180,F0,F00,F00
F000091210661,ﾆｺﾞﾘｳﾒ 300ML,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,300,F0,F00,F00
K293420000161,合同　鶯宿梅１Ｌパック１２°,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,1000,K2,K29,K29
K293420000141,リ他　ジャスミン梅酒１．８Ｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,1800,K2,K29,K29
K293422010099,国盛　ローズ梅酒　７２０ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,720,K2,K29,K29
604062m,本坊酒造  星舎蔵無添加黒糖梅酒  ７２０■,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,720,60,604,604
K293424010110,萬歳楽　加賀梅酒　５年熟成　７２０ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,720,K2,K29,K29
K293424011011,あっさり梅酒　２Ｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,2000,K2,K29,K29
AAA001334548A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)梅酒,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,2000,AA,AAA,AAA
K293424010064,キリン　まっこい梅酒　２Ｌパック,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,2000,K2,K29,K29
K293424010113,チョーヤ　透きとおる梅酒　５００ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,500,K2,K29,K29
AAA000655196A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)梅酒,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,2000,AA,AAA,AAA
AAA001741114A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)梅酒,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,2000,AA,AAA,AAA
K293420000159,ほうらいせん　自家製焼酎でつくった梅酒1.8Ｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,1800,K2,K29,K29
K293424010029,明利　梅香　百年梅酒　７２０ｍｌ　,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,720,K2,K29,K29
K293420000169,リ他　紀の郷　２Ｌパック,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,2000,K2,K29,K29
603219m,中野ＢＣ　貴梅酎２５°７２０ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,720,60,603,603
F000091210760,ｾｷﾄﾊﾞ ｳﾒｼｭ 1.8L,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,1800,F0,F00,F00
6041aaa,梅酒計,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,0,60,604,604
AAA001649446A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)梅酒,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,2000,AA,AAA,AAA
K293424010094,姫梅酒　巨峰　７２０ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,720,K2,K29,K29
AAA002392447A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)梅酒,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,0,AA,AAA,AAA
K293424010025,サントリー　梅酒にしませんか２Ｌパック,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,2000,K2,K29,K29
AAA000689925A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)梅酒,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,2000,AA,AAA,AAA
AAA002392429A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)梅酒,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,0,AA,AAA,AAA
K293420000144,リ他　中埜酒造　にごり抹茶梅酒１．８Ｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,1800,K2,K29,K29
K293422010172,男梅の酒　７２０ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,720,K2,K29,K29
K293424010092,姫梅酒　バニラ　７２０ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,720,K2,K29,K29
K293424010093,姫梅酒　メロン　７２０ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,720,K2,K29,K29
K293424991011,あっさり梅酒　２ＬＣ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,2000,K2,K29,K29
604600m,中国醸造　カープチューハイうめ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,0,60,604,604
604444m,梅酒にしませんか５００パック,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,500,60,604,604
K293424993027,チョーヤ　梅酒　ピオ　Ｃ　　,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,50,K2,K29,K29
604060m,奥の松　うめとろ　５００ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,500,60,604,604
K293420000170,万上　金箔入り梅酒１３°５００ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,500,K2,K29,K29
K293424013010,チョーヤ　赤い梅酒　ペリーラ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,003,梅酒,,,梅酒,,,720,K2,K29,K29
F000091120441,25ﾄﾞｺﾝﾜｲﾓ ﾃﾝｸｳﾁｼﾝ4L,014,飲料･酒類,021,焼酎,004,混和,,,混和,,,4000,F0,F00,F00
F000091120427,25ﾄﾞｺﾝﾜﾑｷﾞ ﾃﾝｸｳﾁｼﾝ 4,014,飲料･酒類,021,焼酎,004,混和,,,混和,,,4000,F0,F00,F00
F000091120359,20ﾟｽﾃﾗ ｺｳﾈﾝ 720   ｹｰ,014,飲料･酒類,021,焼酎,004,混和,,,混和,,,720,F0,F00,F00
J930806,【アウトレット】ジーマ ソルティレモン 1セット（275ml×6本）,014,飲料･酒類,083,RTD,005,瓶RTD,,,瓶RTD,,,1650,J9,J93,J93
J933523,北海道麦酒醸造株式会社 北海道ハイボール メロン × 3本,014,飲料･酒類,083,RTD,005,瓶RTD,,,瓶RTD,,,600,J9,J93,J93
A610206,【アウトレット】ジーマ（ZIMA） ソルティレモン 1箱（275ml×24本）,014,飲料･酒類,083,RTD,005,瓶RTD,,,瓶RTD,,,6600,A6,A61,A61
J933532,北海道麦酒醸造株式会社 北海道ハイボール ガラナ × 3本,014,飲料･酒類,083,RTD,005,瓶RTD,,,瓶RTD,,,600,J9,J93,J93
J933524,北海道麦酒醸造株式会社 北海道ハイボール メロン × 6本,014,飲料･酒類,083,RTD,005,瓶RTD,,,瓶RTD,,,1200,J9,J93,J93
J933527,北海道麦酒醸造株式会社 北海道ハイボール ハスカップ × 6本,014,飲料･酒類,083,RTD,005,瓶RTD,,,瓶RTD,,,1200,J9,J93,J93
J933533,北海道麦酒醸造株式会社 北海道ハイボール ガラナ × 6本,014,飲料･酒類,083,RTD,005,瓶RTD,,,瓶RTD,,,1200,J9,J93,J93
J933529,北海道麦酒醸造株式会社 北海道ハイボール オホーツク塩 × 3本,014,飲料･酒類,083,RTD,005,瓶RTD,,,瓶RTD,,,600,J9,J93,J93
J933530,北海道麦酒醸造株式会社 北海道ハイボール オホーツク塩 × 6本,014,飲料･酒類,083,RTD,005,瓶RTD,,,瓶RTD,,,1200,J9,J93,J93
J933526,北海道麦酒醸造株式会社 北海道ハイボール ハスカップ × 3本,014,飲料･酒類,083,RTD,005,瓶RTD,,,瓶RTD,,,600,J9,J93,J93
K293414010068,ジーマ　ピンクプレミアム　２７５ｍｌ,014,飲料･酒類,083,RTD,005,瓶RTD,,,瓶RTD,,,275,K2,K29,K29
W115752,ステラ・アルトワ アンハイザー・ブッシュ・インベブ 3本,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,990,W1,W11,W11
K292112010032,アサヒ　レーベンブロイ　生樽　５Ｌ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,5000,K2,K29,K29
P021195,池光エンタープライズ サタン・レッド 330ml × 3本,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,990,P0,P02,P02
P021200,池光エンタープライズ サタン・ゴールド 330ml × 24本,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,7920,P0,P02,P02
W115750,ヒューガルデン ロゼ 250ml アンハイザー・ブッシュ・インベブ 6本,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,1500,W1,W11,W11
AAA002370726A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾕﾆｭｳ500ml,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,500,AA,AAA,AAA
K292121010008,レモンビール　３３０ＭＬ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,330,K2,K29,K29
W115749,ヒューガルデン ロゼ 250ml アンハイザー・ブッシュ・インベブ 3本,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,750,W1,W11,W11
W115755,レフ ブロンド アンハイザー・ブッシュ・インベブ 3本,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,990,W1,W11,W11
F000091158253,コロナ エキストラ 355ml瓶 ｹｰｽ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,8520,F0,F00,F00
K292122010001,コロナエクストラ　３５５ｍｌ瓶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,355,K2,K29,K29
K292123010035,デュベル・トリプルホップ２０１３　３３０ｍｌ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,330,K2,K29,K29
K292121990001,バドワイザー　３３０瓶　ロングネック　Ｃ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,330,K2,K29,K29
P021193,池光エンタープライズ オールド・トム 330ml × 6本,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,1980,P0,P02,P02
K292122990001,コロナエクストラ　３５５ｍｌ瓶　Ｃ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,355,K2,K29,K29
K292120000038,サミュエルアダムス　ボストンラガー３５５ｍｌ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,355,K2,K29,K29
K292123011002,ギネス　ドラフト　３３０缶　　,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,330,K2,K29,K29
K292123993006,カールスバーグ　クラブボトル３３０瓶　Ｃ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,330,K2,K29,K29
K292120000037,シメイ　グランドレザーブ　ｼﾞｪﾛﾎﾞｱﾑ　３Ｌ９％,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,3000,K2,K29,K29
K292124995001,サンミゲール　３２０瓶　Ｃ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,320,K2,K29,K29
F000091158147,ﾊｲﾈｹﾝ ｶﾝ 350*6ｶﾝﾊﾟｯｸ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,2100,F0,F00,F00
K292123010014,ドゥシャス・デ・ブルゴーニュ　３３０ｍｌ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,330,K2,K29,K29
Y08769251,ｻﾐｴﾙｱﾀﾞﾑｽ ﾎﾞｽﾄﾝ ﾗｶﾞｰ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,0,Y0,Y08,Y08
K292122010000,プリモビール　３５５ｍｌ瓶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,355,K2,K29,K29
P275151,ＢＲＡＳＳＥＲＩＥＬＩＯＮＢＥＥＲＬＩＯＮ８_３３０ｍｌ×６_瓶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,1980,P2,P27,P27
K292122060001,コロナエクストラ　３５５ｍｌ瓶　６Ｐ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,355,K2,K29,K29
K292123993004,レーベンブロイ　３５０ｍｌＣ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,350,K2,K29,K29
P135499,コナビール_ロングボード_３５５ｍｌ×６_缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,2130,P1,P13,P13
P272488,ＢＲＡＳＳＥＲＩＥＬＩＯＮＢＥＥＲＬＩＯＮ８_３３０ｍｌ_瓶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,330,P2,P27,P27
AAA002370496A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)輸入500ｍｌ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,500,AA,AAA,AAA
W115753,ステラ・アルトワ アンハイザー・ブッシュ・インベブ 6本,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,1980,W1,W11,W11
K292124015001,サンミゲール　３２０瓶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,320,K2,K29,K29
Y08982674,ﾎﾞﾍﾐｱ 355ML,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,0,Y0,Y08,Y08
P272486,ＢＲＡＳＳＥＲＩＥＬＩＯＮＢＥＥＲＬＩＯＮ８_３３０ｍｌ_瓶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,330,P2,P27,P27
P021197,サタン・レッド_３３０ｍｌ×２４_瓶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,7920,P0,P02,P02
P021198,池光エンタープライズ サタン・ゴールド 330ml × 3本,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,990,P0,P02,P02
P275152,ＢＲＡＳＳＥＲＩＥＬＩＯＮＢＥＥＲＬＩＯＮ５_３３０ｍｌ×２４_瓶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,7920,P2,P27,P27
W115746,ヒューガルデン ホワイト 330ml アンハイザー・ブッシュ・インベブ 3本,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,990,W1,W11,W11
P021192,池光エンタープライズ オールド・トム 330ml × 3本,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,990,P0,P02,P02
W115747,ヒューガルデン ホワイト 330ml アンハイザー・ブッシュ・インベブ 6本,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,1980,W1,W11,W11
K292121010007,アンカー　カリフォルニアラガー　３５５ｍｌ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,355,K2,K29,K29
P275150,ＢＲＡＳＳＥＲＩＥＬＩＯＮＢＥＥＲＬＩＯＮ８_３３０ｍｌ×２４_瓶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,7920,P2,P27,P27
K292123991002,ギネス　ドラフト　３３０缶Ｃ　　,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,330,K2,K29,K29
AAA002370608A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ)ﾕﾆｭｳ500ml,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,500,AA,AAA,AAA
K292122990002,コロナ　エクストラ　３５５ｍｌＣ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,355,K2,K29,K29
K292121100132,ケーニッヒ・ルートヴィッヒ・ドゥンケル,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,500,K2,K29,K29
F000093248549,,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,0,F0,F00,F00
K292212010020,ミスティック　チェリー　２５０ｍｌ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,250,K2,K29,K29
P135469,コナビール_ロングボードアイランドラガー_３５５ｍｌ×２４_缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,8520,P1,P13,P13
Y08982650,ﾃｶﾃ ﾋﾞﾝ 355ML,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,355,Y0,Y08,Y08
P275149,ＢＲＡＳＳＥＲＩＥＬＩＯＮＢＥＥＲＬＩＯＮ８_３３０ｍｌ×６_瓶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,1980,P2,P27,P27
P021199,池光エンタープライズ サタン・ゴールド 330ml × 6本,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,1980,P0,P02,P02
W115758,レフ ブロンド アンハイザー・ブッシュ・インベブ 6本,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,1980,W1,W11,W11
P072215,【アウトレット】オーストラリア・ピルスナー 1セット（375ml×24本）,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,005,輸入,,,輸入,,,9000,P0,P07,P07
1440classicse,月桂冠・菊正宗　クラシックボトルセット７２０ｍｌ（瓶）×２本組,014,飲料･酒類,001,清酒,001,ＮＢ,,,ＮＢ,,,1440,14,144,144
K291111011021,黄桜　辛口一献　３Ｌパック,014,飲料･酒類,001,清酒,001,ＮＢ,,,ＮＢ,,,3000,K2,K29,K29
K291111991010,月桂冠　月　２ＬＣ,014,飲料･酒類,001,清酒,001,ＮＢ,,,ＮＢ,,,2000,K2,K29,K29
K291114011007,月桂冠　ヌーベル　　,014,飲料･酒類,001,清酒,001,ＮＢ,,,ＮＢ,,,720,K2,K29,K29
K291115990001,月桂冠　糖質ゼロパックＣ　　,014,飲料･酒類,001,清酒,001,ＮＢ,,,ＮＢ,,,1800,K2,K29,K29
F000091018328,ｼﾞｮｳｾﾝ ｼｮｳﾁｸﾊﾞｲ1.8ﾋﾞ,014,飲料･酒類,001,清酒,001,ＮＢ,,,ＮＢ,,,0,F0,F00,F00
K291153012010,松竹梅　まろやか冷酒２Ｌ,014,飲料･酒類,001,清酒,001,ＮＢ,,,ＮＢ,,,2000,K2,K29,K29
K291152010089,月桂冠　ひんやり冷酒パック１．８Ｌ,014,飲料･酒類,001,清酒,001,ＮＢ,,,ＮＢ,,,1800,K2,K29,K29
K291152010078,月桂冠　糖質ゼロ冷酒パウチ　９００ｍｌ,014,飲料･酒類,001,清酒,001,ＮＢ,,,ＮＢ,,,900,K2,K29,K29
K291153010059,松竹梅白壁蔵「澪」スパークリング７５０ｍｌ,014,飲料･酒類,001,清酒,001,ＮＢ,,,ＮＢ,,,750,K2,K29,K29
K291112011001,月桂冠　上撰１．８Ｌ,014,飲料･酒類,001,清酒,001,ＮＢ,,,ＮＢ,,,1800,K2,K29,K29
K291152010022,日本盛　すきっと冷酒（生貯）２Ｌパック,014,飲料･酒類,001,清酒,001,ＮＢ,,,ＮＢ,,,2000,K2,K29,K29
